fname,label
2018N07.12e1800r00_1398_20180712_180000.miniseed_GNZP__BH_Z_SAC.miniseed_GNZP__BH_Z_SAC.wav,Non-Earthquake Sound
2018N07.12e2000r00_1398_20180712_200000.miniseed_GNZP__BH_E_SAC.miniseed_GNZP__BH_E_SAC.wav,Non-Earthquake Sound
2018N07.12e2000r00_1398_20180712_200000.miniseed_GNZP__BH_N_SAC.miniseed_GNZP__BH_N_SAC.wav,Non-Earthquake Sound
2018N07.12e2000r00_1398_20180712_200000.miniseed_GNZP__BH_Z_SAC.miniseed_GNZP__BH_Z_SAC.wav,Non-Earthquake Sound
2018N07.12e2200r00_1398_20180712_220000.miniseed_GNZP__BH_E_SAC.miniseed_GNZP__BH_E_SAC.wav,Non-Earthquake Sound
2018N07.12e2200r00_1398_20180712_220000.miniseed_GNZP__BH_N_SAC.miniseed_GNZP__BH_N_SAC.wav,Non-Earthquake Sound
2018N07.12e2200r00_1398_20180712_220000.miniseed_GNZP__BH_Z_SAC.miniseed_GNZP__BH_Z_SAC.wav,Non-Earthquake Sound
2018N07.13e0000r00_1398_20180713_000000.miniseed_GNZP__BH_E_SAC.miniseed_GNZP__BH_E_SAC.wav,Non-Earthquake Sound
2018N07.13e0000r00_1398_20180713_000000.miniseed_GNZP__BH_N_SAC.miniseed_GNZP__BH_N_SAC.wav,Non-Earthquake Sound
2018N07.13e0000r00_1398_20180713_000000.miniseed_GNZP__BH_Z_SAC.miniseed_GNZP__BH_Z_SAC.wav,Non-Earthquake Sound
2018N07.13e0200r00_1398_20180713_020000.miniseed_GNZP__BH_E_SAC.miniseed_GNZP__BH_E_SAC.wav,Non-Earthquake Sound
2018N07.13e0200r00_1398_20180713_020000.miniseed_GNZP__BH_N_SAC.miniseed_GNZP__BH_N_SAC.wav,Non-Earthquake Sound
2018N07.13e0200r00_1398_20180713_020000.miniseed_GNZP__BH_Z_SAC.miniseed_GNZP__BH_Z_SAC.wav,Non-Earthquake Sound
2018N07.13e0400r00_1398_20180713_040000.miniseed_GNZP__BH_E_SAC.miniseed_GNZP__BH_E_SAC.wav,Non-Earthquake Sound
2018N07.13e0400r00_1398_20180713_040000.miniseed_GNZP__BH_N_SAC.miniseed_GNZP__BH_N_SAC.wav,Non-Earthquake Sound
2018N07.13e0400r00_1398_20180713_040000.miniseed_GNZP__BH_Z_SAC.miniseed_GNZP__BH_Z_SAC.wav,Non-Earthquake Sound
2018N07.13e0600r00_1398_20180713_060000.miniseed_GNZP__BH_E_SAC.miniseed_GNZP__BH_E_SAC.wav,Non-Earthquake Sound
2018N07.13e0600r00_1398_20180713_060000.miniseed_GNZP__BH_N_SAC.miniseed_GNZP__BH_N_SAC.wav,Non-Earthquake Sound
2018N07.13e0600r00_1398_20180713_060000.miniseed_GNZP__BH_Z_SAC.miniseed_GNZP__BH_Z_SAC.wav,Non-Earthquake Sound
2018N07.13e0800r00_1398_20180713_080000.miniseed_GNZP__BH_E_SAC.miniseed_GNZP__BH_E_SAC.wav,Non-Earthquake Sound
2018N07.13e0800r00_1398_20180713_080000.miniseed_GNZP__BH_N_SAC.miniseed_GNZP__BH_N_SAC.wav,Non-Earthquake Sound
2018N07.13e0800r00_1398_20180713_080000.miniseed_GNZP__BH_Z_SAC.miniseed_GNZP__BH_Z_SAC.wav,Non-Earthquake Sound
2018N07.13e1000r00_1398_20180713_100000.miniseed_GNZP__BH_E_SAC.miniseed_GNZP__BH_E_SAC.wav,Non-Earthquake Sound
2018N07.13e1000r00_1398_20180713_100000.miniseed_GNZP__BH_N_SAC.miniseed_GNZP__BH_N_SAC.wav,Non-Earthquake Sound
2018N07.13e1000r00_1398_20180713_100000.miniseed_GNZP__BH_Z_SAC.miniseed_GNZP__BH_Z_SAC.wav,Non-Earthquake Sound
2018N07.13e1200r00_1398_20180713_120000.miniseed_GNZP__BH_E_SAC.miniseed_GNZP__BH_E_SAC.wav,Non-Earthquake Sound
2018N07.13e1200r00_1398_20180713_120000.miniseed_GNZP__BH_N_SAC.miniseed_GNZP__BH_N_SAC.wav,Non-Earthquake Sound
2018N07.13e1200r00_1398_20180713_120000.miniseed_GNZP__BH_Z_SAC.miniseed_GNZP__BH_Z_SAC.wav,Non-Earthquake Sound
2018N07.13e1400r00_1398_20180713_140000.miniseed_GNZP__BH_E_SAC.miniseed_GNZP__BH_E_SAC.wav,Non-Earthquake Sound
2018N07.13e1400r00_1398_20180713_140000.miniseed_GNZP__BH_N_SAC.miniseed_GNZP__BH_N_SAC.wav,Non-Earthquake Sound
2018N07.13e1400r00_1398_20180713_140000.miniseed_GNZP__BH_Z_SAC.miniseed_GNZP__BH_Z_SAC.wav,Non-Earthquake Sound
2018N07.13e1600r00_1398_20180713_160000.miniseed_GNZP__BH_E_SAC.miniseed_GNZP__BH_E_SAC.wav,Non-Earthquake Sound
2018N07.13e1600r00_1398_20180713_160000.miniseed_GNZP__BH_N_SAC.miniseed_GNZP__BH_N_SAC.wav,Non-Earthquake Sound
2018N07.13e1600r00_1398_20180713_160000.miniseed_GNZP__BH_Z_SAC.miniseed_GNZP__BH_Z_SAC.wav,Non-Earthquake Sound
2018N07.13e1800r00_1398_20180713_180000.miniseed_GNZP__BH_E_SAC.miniseed_GNZP__BH_E_SAC.wav,Non-Earthquake Sound
2018N07.13e1800r00_1398_20180713_180000.miniseed_GNZP__BH_N_SAC.miniseed_GNZP__BH_N_SAC.wav,Non-Earthquake Sound
2018N07.13e1800r00_1398_20180713_180000.miniseed_GNZP__BH_Z_SAC.miniseed_GNZP__BH_Z_SAC.wav,Non-Earthquake Sound
2018N07.13e2000r00_1398_20180713_200000.miniseed_GNZP__BH_E_SAC.miniseed_GNZP__BH_E_SAC.wav,Non-Earthquake Sound
2018N07.13e2000r00_1398_20180713_200000.miniseed_GNZP__BH_N_SAC.miniseed_GNZP__BH_N_SAC.wav,Non-Earthquake Sound
2018N07.13e2000r00_1398_20180713_200000.miniseed_GNZP__BH_Z_SAC.miniseed_GNZP__BH_Z_SAC.wav,Non-Earthquake Sound
2018N07.13e2200r00_1398_20180713_220000.miniseed_GNZP__BH_E_SAC.miniseed_GNZP__BH_E_SAC.wav,Non-Earthquake Sound
2018N07.13e2200r00_1398_20180713_220000.miniseed_GNZP__BH_N_SAC.miniseed_GNZP__BH_N_SAC.wav,Non-Earthquake Sound
2018N07.13e2200r00_1398_20180713_220000.miniseed_GNZP__BH_Z_SAC.miniseed_GNZP__BH_Z_SAC.wav,Non-Earthquake Sound
2018N07.14e0000r00_1398_20180714_000000.miniseed_GNZP__BH_E_SAC.miniseed_GNZP__BH_E_SAC.wav,Non-Earthquake Sound
2018N07.14e0000r00_1398_20180714_000000.miniseed_GNZP__BH_N_SAC.miniseed_GNZP__BH_N_SAC.wav,Non-Earthquake Sound
2018N07.14e0000r00_1398_20180714_000000.miniseed_GNZP__BH_Z_SAC.miniseed_GNZP__BH_Z_SAC.wav,Non-Earthquake Sound
2018N07.14e0200r00_1398_20180714_020000.miniseed_GNZP__BH_E_SAC.miniseed_GNZP__BH_E_SAC.wav,Non-Earthquake Sound
2018N07.14e0200r00_1398_20180714_020000.miniseed_GNZP__BH_N_SAC.miniseed_GNZP__BH_N_SAC.wav,Non-Earthquake Sound
2018N07.14e0200r00_1398_20180714_020000.miniseed_GNZP__BH_Z_SAC.miniseed_GNZP__BH_Z_SAC.wav,Non-Earthquake Sound
2018N07.14e0400r00_1398_20180714_040000.miniseed_GNZP__BH_E_SAC.miniseed_GNZP__BH_E_SAC.wav,Non-Earthquake Sound
2018N07.14e0400r00_1398_20180714_040000.miniseed_GNZP__BH_N_SAC.miniseed_GNZP__BH_N_SAC.wav,Non-Earthquake Sound
2018N07.14e0400r00_1398_20180714_040000.miniseed_GNZP__BH_Z_SAC.miniseed_GNZP__BH_Z_SAC.wav,Non-Earthquake Sound
2018N07.14e0600r00_1398_20180714_060000.miniseed_GNZP__BH_E_SAC.miniseed_GNZP__BH_E_SAC.wav,Non-Earthquake Sound
2018N07.14e0600r00_1398_20180714_060000.miniseed_GNZP__BH_N_SAC.miniseed_GNZP__BH_N_SAC.wav,Non-Earthquake Sound
2018N07.14e0600r00_1398_20180714_060000.miniseed_GNZP__BH_Z_SAC.miniseed_GNZP__BH_Z_SAC.wav,Non-Earthquake Sound
2018N07.14e0800r00_1398_20180714_080000.miniseed_GNZP__BH_E_SAC.miniseed_GNZP__BH_E_SAC.wav,Non-Earthquake Sound
2018N07.14e0800r00_1398_20180714_080000.miniseed_GNZP__BH_N_SAC.miniseed_GNZP__BH_N_SAC.wav,Non-Earthquake Sound
2018N07.14e0800r00_1398_20180714_080000.miniseed_GNZP__BH_Z_SAC.miniseed_GNZP__BH_Z_SAC.wav,Non-Earthquake Sound
2018N07.14e1000r00_1398_20180714_100000.miniseed_GNZP__BH_E_SAC.miniseed_GNZP__BH_E_SAC.wav,Non-Earthquake Sound
2018D07.15e1146r03_0628_20180715_110000.miniseed_BDRD__BH_E_SAC.miniseed_BDRD__BH_E_SAC.wav,Non-Earthquake Sound
2018D07.15e1146r03_0628_20180715_110000.miniseed_BDRD__BH_N_SAC.miniseed_BDRD__BH_N_SAC.wav,Non-Earthquake Sound
2018D07.15e1146r03_0628_20180715_110000.miniseed_BDRD__BH_Z_SAC.miniseed_BDRD__BH_Z_SAC.wav,Non-Earthquake Sound
2018D07.15e1300r00_0628_20180715_130000.miniseed_BDRD__BH_E_SAC.miniseed_BDRD__BH_E_SAC.wav,Non-Earthquake Sound
2018D07.15e1300r00_0628_20180715_130000.miniseed_BDRD__BH_N_SAC.miniseed_BDRD__BH_N_SAC.wav,Non-Earthquake Sound
2018D07.15e1300r00_0628_20180715_130000.miniseed_BDRD__BH_Z_SAC.miniseed_BDRD__BH_Z_SAC.wav,Non-Earthquake Sound
2018D07.15e1500r00_0628_20180715_150000.miniseed_BDRD__BH_E_SAC.miniseed_BDRD__BH_E_SAC.wav,Non-Earthquake Sound
2018D07.15e1500r00_0628_20180715_150000.miniseed_BDRD__BH_N_SAC.miniseed_BDRD__BH_N_SAC.wav,Non-Earthquake Sound
2018D07.15e1500r00_0628_20180715_150000.miniseed_BDRD__BH_Z_SAC.miniseed_BDRD__BH_Z_SAC.wav,Non-Earthquake Sound
